"","ContractRef","InterestType","MortgageType","NewLoan","ProbationaryLoans","DefaultedLoans","LTVCategory","CreditRating","MortgageYears","CreditRatingMovement","LTV","LoanBalance","InterestIncome","PropertyValue","AnnualPYMT","AddressLatitude","AddressLongitude","InArrears","County","ArrearsCategory","Town","Branch","MaturityDate","BookingDate","LastValuationDate","ValuationAgeYears","prediction","lr_score","DT_score.No","DT_score.Yes"
"725","00000CONTR00034223","Tracker","Buy to Let","No","Yes","Yes","90 to 100%",5,31, 3,0.90611044, 6.326408e-01, 2115.300658, 6.821421e-02, 0.0932305776,53.39561, -6.438817,"No","Dublin","0","Hansfield","Branch 83","15/10/2040","23/10/2009","06/09/2013",4.57,0.4312452,0.4312452,0.06707065,0.93292935
"726","00000CONTR00019201","Tracker","Owner Occupied","No","Yes","Yes","60 to 70%",5,28, 4,0.64000000, 1.016174e-01, 2994.409538, 2.864904e-01, 0.5860627970,53.39574, -6.438586,"No","Dublin","0","Hansfield","Branch 13","16/09/2034","23/09/2006","14/09/2014",3.17,0.2770836,0.2770836,0.06707065,0.93292935
"727","00000CONTR00132480","Fixed","Owner Occupied","No","No","Yes","60 to 70%",2,32, 0,0.62000000, 8.490454e-01, 9054.242280, 1.466843e+00, 1.3755691478,53.74689, -7.797547,"No","Longford","0","Clonbalt Wood","Branch 138","20/06/2039","28/06/2007","25/12/2014",2.78,0.7953921,0.7953921,0.04722274,0.95277726
"728","00000CONTR00031591","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,34, 0,0.69000000,-5.967033e-01, 1749.089231,-8.206279e-01,-0.9243190382,52.63311, -8.637079,"Yes","Limerick","< 90 days","Dooradoyle","Branch 253","07/08/2040","16/08/2006","15/10/2013",4.43,0.8442440,0.8442440,0.04722274,0.95277726
"729","00000CONTR00049181","Variable","Owner Occupied","No","No","Yes","30 to 40%",3,29, 0,0.35303004,-1.085278e+00,  370.681258,-6.937392e-01,-0.5600584603,52.66618, -8.557723,"No","Limerick","0","Castletroy","Branch 145","29/05/2026","05/06/1997","17/11/2013",4.30,0.7617144,0.7617144,0.38771930,0.61228070
"730","00000CONTR00021217","Tracker","Owner Occupied","No","No","Yes","60 to 70%",3,34, 0,0.63000000, 1.116222e+00, 3831.338316, 1.793645e+00, 1.4604108089,53.17155, -6.536997,"Yes","Wicklow","< 90 days","Blessington","Branch 140","07/09/2041","16/09/2007","24/08/2015",1.87,0.7518496,0.7518496,0.86363636,0.13636364
"731","00000CONTR00126724","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,35, 0,0.65000000, 5.993478e-01,  868.784199, 9.443862e-01, 0.6018442008,53.33923, -6.274090,"No","Dublin","0","Merchants Quay","Branch 85","28/08/2040","06/09/2005","08/09/2014",3.19,0.8275364,0.8275364,0.04722274,0.95277726
"732","00000CONTR00168500","Tracker","Buy to Let","No","Yes","Yes","> 100%",5,35, 2,1.12969614,-1.722175e-01, 3692.710577,-1.044086e+00,-1.1602079696,53.33920, -6.274597,"No","Dublin","0","Merchants Quay","Branch 3","04/10/2050","13/10/2015","13/10/2015",1.68,0.5790185,0.5790185,0.06707065,0.93292935
"733","00000CONTR00111651","Tracker","Buy to Let","No","No","Yes","90 to 100%",3,28, 1,0.94141345, 1.602964e-01, 5200.271505,-4.765000e-01,-0.2590765621,54.23299, -6.969343,"No","Monaghan","0","Drumbear","Branch 148","07/07/2038","14/07/2010","13/05/2014",3.63,0.8907626,0.8907626,0.56441718,0.43558282
"734","00000CONTR00007193","Fixed","Owner Occupied","No","No","Yes","70 to 80%",2,31, 0,0.71000000, 9.922053e-01, 7935.399325, 1.176278e+00, 1.2018193204,53.78261, -9.624514,"No","Mayo","0","Mayo","Branch 133","25/09/2037","03/10/2006","18/10/2016",0.28,0.8554552,0.8554552,0.04722274,0.95277726
"735","00000CONTR00166544","Fixed","Owner Occupied","No","No","Yes","70 to 80%",4,28, 0,0.79000000, 1.454562e+00,10253.070040, 1.359840e+00, 1.7749763961,53.90766, -9.783531,"Yes","Mayo","< 90 days","Mallaranny","Branch 133","09/03/2042","16/03/2014","05/03/2016",1.14,0.6818401,0.6818401,0.41228070,0.58771930
"736","00000CONTR00112686","Fixed","Owner Occupied","No","No","Yes","20 to 30%",2,32, 0,0.27065637,-1.126894e+00, 2116.182033,-3.528492e-01,-0.3880921058,53.33176, -6.534101,"No","Kildare","0","Celbridge","Branch 180","10/11/2031","18/11/1999","11/06/2016",0.77,0.8271080,0.8271080,0.04722274,0.95277726
"737","00000CONTR00177074","Variable","Owner Occupied","No","No","Yes","40 to 50%",4,29, 0,0.45893906,-1.146038e+00,  292.175903,-1.178938e+00,-1.0789648441,53.42346, -6.481059,"No","Meath","0","Dunboyne","Branch 98","25/03/2023","01/04/1994","28/12/2014",2.77,0.7425330,0.7425330,0.64338235,0.35661765
"738","00000CONTR00027583","Fixed","Owner Occupied","No","No","Yes","70 to 80%",2,34,-2,0.79000000,-7.885542e-01, 3714.052449,-1.225721e+00,-1.2938430873,53.68603, -6.242242,"No","Meath","0","Laytown","Branch 22","07/04/2042","15/04/2008","03/07/2016",0.68,0.8807964,0.8807964,0.04722274,0.95277726
"739","00000CONTR00213415","Tracker","Owner Occupied","No","No","Yes","60 to 70%",4,30, 0,0.61000000, 4.308020e-01,  483.025128, 9.038141e-01, 1.0351985950,53.39189, -6.594096,"No","Kildare","0","Moyglare Hall","Branch 176","06/01/2038","14/01/2008","03/04/2014",3.78,0.6969126,0.6969126,0.64338235,0.35661765
"740","00000CONTR00139774","Tracker","Owner Occupied","No","No","Yes","30 to 40%",3,30, 1,0.35303004,-9.625102e-01,  723.073979,-3.770719e-01,-0.2890102361,54.08380, -8.512119,"No","Sligo","0","Ballymote","Branch 221","29/06/2034","06/07/2004","20/08/2013",4.64,0.7772088,0.7772088,0.38771930,0.61228070
"741","00000CONTR00169507","Variable","Buy to Let","No","No","Yes","90 to 100%",2,30, 1,0.92964578, 1.016174e-01, 2722.190489,-5.112258e-01,-0.4277015839,53.15055, -7.053394,"No","Kildare","0","Monasterevin","Branch 176","10/07/2041","18/07/2011","23/03/2015",2.45,0.9357284,0.9357284,0.04722274,0.95277726
"742","00000CONTR00023046","Tracker","Buy to Let","No","Yes","Yes","> 100%",4,31, 2,1.04911807,-4.077655e-01, 1463.712509,-1.154082e+00,-1.1296443089,52.66980, -6.294336,"Yes","Wexford","< 90 days","Gorey","Branch 79","30/06/2037","08/07/2006","17/05/2014",3.62,0.6689056,0.6689056,0.65346535,0.34653465
"743","00000CONTR00170466","Variable","Buy to Let","No","Yes","Yes","30 to 40%",5,35, 4,0.38000000,-6.807681e-01,  230.794411, 1.634532e-01,-0.0901668456,53.70203, -6.267772,"No","Meath","0","Betaghstown","Branch 129","11/03/2031","19/03/1996","26/01/2013",5.42,0.4661282,0.4661282,0.06707065,0.93292935
"744","00000CONTR00099524","Variable","Owner Occupied","No","No","Yes","30 to 40%",2,34, 0,0.35000000,-8.501463e-01, 2628.922099,-6.831058e-02,-0.2380579157,52.90474, -6.606202,"No","Wicklow","0","Kiltegan","Branch 89","10/03/2029","19/03/1995","06/07/2016",0.67,0.8608990,0.8608990,0.04722274,0.95277726
"745","00000CONTR00071163","Fixed","Owner Occupied","No","No","Yes","0 to 10%",3,35, 0,0.05883834,-1.569275e+00,  447.423862,-2.836818e-01,-0.4863881862,53.32870, -6.546445,"No","Kildare","0","Celbridge","Branch 68","26/06/2018","05/07/1983","18/01/2016",1.31,0.7560524,0.7560524,0.38771930,0.61228070
"746","00000CONTR00182988","Tracker","Buy to Let","Yes","No","Yes","70 to 80%",3,29, 0,0.76000000,-7.691629e-02, 4413.801462,-3.316875e-01,-0.1728544539,54.21250, -9.085349,"No","Sligo","0","Enniscrone","Branch 231","27/09/2045","04/10/2016","04/10/2016",0.33,0.8315398,0.8315398,0.72340426,0.27659574
"747","00000CONTR00016057","Tracker","Buy to Let","No","No","Yes","90 to 100%",2,29, 0,0.90404067,-3.657331e-01,  302.280241,-9.320468e-01,-0.8149216832,53.65655, -6.430985,"No","Meath","0","Balsaran","Branch 161","16/09/2040","24/09/2011","08/06/2016",0.78,0.9419130,0.9419130,0.04722274,0.95277726
"748","00000CONTR00083292","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,34,-1,0.61000000,-6.699479e-01, 2643.496268,-7.393798e-01,-0.8502048279,53.44167, -6.135402,"No","Dublin","0","Malahide","Branch 234","28/03/2042","05/04/2008","13/12/2013",4.20,0.8438338,0.8438338,0.04722274,0.95277726
"749","00000CONTR00160065","Variable","Owner Occupied","No","No","Yes","40 to 50%",4,28, 0,0.45893906,-1.025767e+00,  203.345867,-9.403022e-01,-0.7728148715,53.05025, -7.275215,"No","Laois","0","Portlaoise","Branch 123","21/03/2027","28/03/1999","25/03/2016",1.06,0.6617848,0.6617848,0.63734568,0.36265432
"750","00000CONTR00098642","Variable","Owner Occupied","No","No","Yes","0 to 10%",3,31,-1,0.04995800,-1.581760e+00,  430.331478,-1.574833e-01,-0.1325737781,52.26940, -9.722723,"No","Kerry","0","Tralee","Branch 244","26/10/2018","03/11/1987","07/03/2014",3.89,0.8112430,0.8112430,0.35536398,0.64463602
"751","00000CONTR00223470","Tracker","Owner Occupied","No","No","Yes","10 to 20%",3,33, 1,0.11767668,-1.429861e+00,  121.629788,-1.999528e-01,-0.3008140000,53.29723, -6.281159,"No","Dublin","0","Rathfarnham","Branch 111","24/02/2017","04/03/1984","15/04/2016",0.98,0.7726518,0.7726518,0.63111111,0.36888889
"752","00000CONTR00173509","Fixed","Owner Occupied","No","No","Yes","90 to 100%",4,34, 0,0.94558911,-4.593697e-01, 4871.235229,-1.081177e+00,-1.1619911293,53.72367, -8.997200,"No","Mayo","0","Claremorris","Branch 185","08/01/2040","16/01/2006","13/01/2013",5.46,0.8319575,0.8319575,0.56060606,0.43939394
"753","00000CONTR00069432","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,29, 0,0.61000000, 7.216996e-01, 2379.146642, 1.338065e+00, 1.6128981005,52.85204, -8.962315,"No","Clare","0","Ennis","Branch 199","02/07/2037","09/07/2008","07/06/2016",0.78,0.8511381,0.8511381,0.04722274,0.95277726
"754","00000CONTR00150674","Variable","Owner Occupied","No","No","Yes","90 to 100%",2,35, 0,0.91787811, 1.458307e+00, 4535.808982, 8.573116e-01, 0.5246844775,53.30553, -6.239827,"Yes","Dublin","< 6 months","Farranboley","Branch 230","27/02/2048","07/03/2013","24/02/2014",3.93,0.7920520,0.7920520,0.04722274,0.95277726
"755","00000CONTR00095494","Variable","Owner Occupied","No","No","Yes","70 to 80%",3,28, 0,0.75000000,-7.731562e-01, 2867.680365,-1.151125e+00,-1.0063359953,52.78394, -6.164394,"Yes","Wicklow","< 90 days","Arklow","Branch 147","01/03/2041","08/03/2013","24/06/2014",3.48,0.8400253,0.8400253,0.43593750,0.56406250
"756","00000CONTR00064383","Tracker","Owner Occupied","No","No","Yes","90 to 100%",2,33,-2,0.91787811, 6.592752e-01,    0.000000, 6.461102e-02,-0.0521666743,53.98020, -8.291342,"No","Roscommon","0","Warren","Branch 144","08/10/2045","16/10/2012","17/03/2014",3.85,0.8447378,0.8447378,0.04722274,0.95277726
"757","00000CONTR00084117","Variable","Owner Occupied","No","No","Yes","60 to 70%",2,34, 0,0.66000000,-4.851717e-01,  458.629919,-6.006915e-01,-0.7236938476,52.26955, -7.107182,"No","Kilkenny","0","Waterford","Branch 164","25/06/2039","03/07/2005","15/04/2016",0.98,0.9079931,0.9079931,0.04722274,0.95277726
"758","00000CONTR00219734","Fixed","Buy to Let","No","No","Yes","90 to 100%",3,28, 0,0.98848412, 1.731310e+00,11412.550690, 8.851505e-01, 1.2491788872,52.13322, -7.926980,"No","Waterford","0","Lismore","Branch 88","14/11/2039","21/11/2011","14/07/2013",4.78,0.8411512,0.8411512,0.37391304,0.62608696
"759","00000CONTR00182022","Variable","Owner Occupied","No","No","Yes","10 to 20%",2,31, 0,0.18828269,-1.381586e+00,   47.846086,-7.441913e-01,-0.7195595874,54.12638, -9.139743,"No","Mayo","0","Ballina","Branch 154","28/09/2023","05/10/1992","16/01/2013",5.45,0.8432595,0.8432595,0.04722274,0.95277726
"760","00000CONTR00099961","Tracker","Owner Occupied","No","No","Yes","30 to 40%",2,28,-1,0.35303004,-1.200139e+00,  376.473153,-9.900111e-01,-0.8278758197,53.19499, -6.118350,"No","Wicklow","0","Bray","Branch 190","02/01/2022","09/01/1994","14/06/2015",2.14,0.8258613,0.8258613,0.04722274,0.95277726
"761","00000CONTR00039663","Tracker","Owner Occupied","No","No","Yes","90 to 100%",3,31, 0,0.94558911,-6.416489e-01, 1517.917088,-1.256713e+00,-1.2323234269,53.51154, -7.142836,"No","Westmeath","0","Killucan","Branch 54","20/05/2042","28/05/2011","07/10/2016",0.32,0.8724263,0.8724263,0.30973451,0.69026549
"762","00000CONTR00232740","Tracker","Owner Occupied","Yes","No","Yes","70 to 80%",3,31, 0,0.73000000, 1.450816e+00, 4048.723232, 1.653827e+00, 1.6795945412,51.73405, -8.755192,"No","Cork","0","Bandon","Branch 63","01/03/2047","08/03/2016","03/09/2016",0.45,0.6687660,0.6687660,0.70833333,0.29166667
"763","00000CONTR00120547","Tracker","Owner Occupied","No","No","Yes","10 to 20%",3,34, 0,0.15297969,-1.412382e+00,  798.966686,-5.745039e-01,-0.6998055826,53.80051, -9.548573,"No","Mayo","0","Cloonmonad","Branch 19","19/02/2017","28/02/1983","07/06/2015",2.16,0.8068673,0.8068673,0.35536398,0.64463602
"764","00000CONTR00093304","Tracker","Owner Occupied","No","No","Yes","40 to 50%",3,30, 2,0.43540372,-9.625102e-01,  500.589678,-7.359229e-01,-0.6599985140,53.24830, -6.180118,"No","Dublin","0","Dublin","Branch 17","10/11/2025","18/11/1995","04/09/2013",4.58,0.7793679,0.7793679,0.43593750,0.56406250
"765","00000CONTR00007791","Tracker","Buy to Let","No","No","Yes","30 to 40%",2,30, 0,0.37000000,-8.488978e-01, 1862.220043,-1.844566e-01,-0.0898802377,53.24825, -6.180233,"No","Dublin","0","Dublin","Branch 142","13/03/2033","21/03/2003","05/07/2016",0.68,0.9120818,0.9120818,0.04722274,0.95277726
"766","00000CONTR00216397","Fixed","Buy to Let","No","No","Yes","> 100%",3,29, 2,1.04911807,-3.107996e-01, 4511.350818,-1.069918e+00,-0.9623713374,52.98990, -8.130683,"No","Tipperary","0","Shesheraghmore","Branch 186","16/06/2043","23/06/2014","23/06/2014",3.48,0.9272452,0.9272452,0.35536398,0.64463602
"767","00000CONTR00206410","Fixed","Owner Occupied","No","No","Yes","90 to 100%",3,30, 0,0.91787811, 2.189753e-01, 6089.421768,-3.722000e-01,-0.2839736536,51.69867, -8.498904,"No","Cork","0","Kinsale","Branch 150","25/10/2040","02/11/2010","23/08/2014",3.25,0.8270481,0.8270481,0.35536398,0.64463602
"768","00000CONTR00235256","Variable","Buy to Let","No","No","Yes","90 to 100%",4,33, 1,0.92964578, 8.057645e-01, 2272.437278, 1.784990e-01, 0.0548696748,53.30139, -6.377313,"No","Dublin","0","Dublin","Branch 60","16/11/2043","24/11/2010","19/09/2014",3.15,0.8248863,0.8248863,0.63734568,0.36265432
"769","00000CONTR00184514","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,29, 0,0.64000000, 1.047139e+00, 3322.029319, 1.631797e+00, 1.9270367406,53.44444, -6.135250,"Yes","Dublin","< 90 days","Malahide","Branch 83","09/07/2035","16/07/2006","16/07/2013",4.77,0.7966787,0.7966787,0.04722274,0.95277726
"770","00000CONTR00000964","Variable","Owner Occupied","No","No","Yes","90 to 100%",2,35, 0,0.95318112, 5.257517e+00,10521.825000, 4.370851e+00, 3.6381495288,53.21015, -6.657590,"No","Kildare","0","Naas","Branch 87","04/12/2045","13/12/2010","18/05/2016",0.86,0.5264205,0.5264205,0.04722274,0.95277726
"771","00000CONTR00235343","Fixed","Owner Occupied","No","No","Yes","90 to 100%",4,34, 0,0.93254940,-1.888640e-01, 5364.490606,-8.003599e-01,-0.9058306416,53.93449, -8.109114,"No","Roscommon","0","Carrick-On-Shannon","Branch 235","21/02/2042","01/03/2008","25/07/2016",0.60,0.7681657,0.7681657,0.63734568,0.36265432
"772","00000CONTR00205744","Tracker","Owner Occupied","No","No","Yes","70 to 80%",3,29, 0,0.71606472,-6.374872e-01,  401.025750,-9.253894e-01,-0.8078017325,52.16703, -7.165857,"No","Waterford","0","Tramore","Branch 229","14/05/2042","21/05/2013","21/05/2013",4.98,0.8245539,0.8245539,0.37391304,0.62608696
"773","00000CONTR00084678","Tracker","Owner Occupied","No","No","Yes","90 to 100%",2,28, 1,0.93497806,-4.119271e-01, 2626.183540,-1.021436e+00,-0.8626837885,53.91682, -6.967582,"No","Cavan","0","Beckscourt","Branch 194","06/04/2036","13/04/2008","18/08/2014",3.27,0.9161446,0.9161446,0.04722274,0.95277726
"774","00000CONTR00152204","Variable","Owner Occupied","No","No","Yes","0 to 10%",2,31, 0,0.02353534,-1.616302e+00,   37.017762, 8.820835e-01, 0.9074852294,53.25279, -9.158634,"No","Galway","0","Barna","Branch 33","31/03/2018","08/04/1987","10/06/2014",3.53,0.9081938,0.9081938,0.04722274,0.95277726
"775","00000CONTR00236717","Fixed","Owner Occupied","No","No","Yes","70 to 80%",3,32, 0,0.79932806,-3.107996e-01, 5350.671900,-6.936879e-01,-0.7184358628,53.35071, -6.548378,"No","Kildare","0","Celbridge","Branch 243","14/03/2038","22/03/2006","21/10/2016",0.27,0.8086021,0.8086021,0.75862069,0.24137931
"776","00000CONTR00175941","Tracker","Buy to Let","No","No","Yes","60 to 70%",4,32, 0,0.65000000, 3.413271e-01, 2159.369421, 5.829170e-01, 0.5188606560,53.26881, -6.245107,"No","Dublin","0","Sandyford","Branch 77","08/04/2039","16/04/2007","03/11/2013",4.35,0.8213154,0.8213154,0.63734568,0.36265432
"777","00000CONTR00084466","Tracker","Buy to Let","No","No","Yes","30 to 40%",4,34, 1,0.36000000,-1.315000e+00,  463.351573,-1.305403e+00,-1.3665294468,53.81831, -8.561413,"No","Roscommon","0","Castlerea","Branch 76","08/03/2038","16/03/2004","03/02/2015",2.63,0.8143184,0.8143184,0.63734568,0.36265432
"778","00000CONTR00067678","Variable","Owner Occupied","No","No","Yes","60 to 70%",3,30, 0,0.62000000, 1.549031e+00, 6630.900964, 2.494924e+00, 2.6801235228,53.81861, -8.561161,"No","Roscommon","0","Castlerea","Branch 239","02/11/2035","09/11/2005","07/01/2015",2.73,0.7650032,0.7650032,0.87500000,0.12500000
"779","00000CONTR00117964","Tracker","Owner Occupied","No","No","Yes","> 100%",2,32, 0,1.00025179, 1.673047e+00, 2549.692757, 7.949448e-01, 0.7243597718,53.81978, -8.561341,"No","Roscommon","0","Castlerea","Branch 144","27/04/2038","05/05/2006","08/05/2014",3.65,0.8091375,0.8091375,0.04722274,0.95277726
"780","00000CONTR00140126","Tracker","Owner Occupied","No","No","Yes","60 to 70%",3,33, 0,0.62000000, 1.602716e+00, 7739.135938, 2.573772e+00, 2.3060396325,52.47454, -8.155007,"No","Tipperary","0","Gortavalla","Branch 196","06/04/2040","15/04/2007","04/03/2014",3.90,0.7926647,0.7926647,0.36170213,0.63829787
"781","00000CONTR00145202","Tracker","Owner Occupied","No","No","Yes","10 to 20%",2,29,-2,0.12944435,-1.298353e+00,  151.092904, 5.366282e-01, 0.7557845984,53.48344, -6.733971,"No","Meath","0","Summerhill","Branch 129","08/06/2017","15/06/1988","15/08/2015",1.90,0.8840749,0.8840749,0.04722274,0.95277726
"782","00000CONTR00201031","Tracker","Owner Occupied","No","No","Yes","90 to 100%",3,31, 0,0.91787811, 1.076270e+00, 7344.059471, 4.783017e-01, 0.5035121825,53.16728, -6.535987,"No","Wicklow","0","Blessington","Branch 127","09/12/2039","16/12/2008","06/10/2013",4.46,0.7650978,0.7650978,0.42574257,0.57425743
"783","00000CONTR00236954","Variable","Owner Occupied","No","No","Yes","40 to 50%",3,35, 2,0.44117838,-1.098595e+00,  679.918069,-1.036937e+00,-1.1538727860,53.28750, -6.371111,"No","Dublin","0","Tallaght","Branch 10","05/03/2034","14/03/1999","08/12/2015",1.47,0.7758751,0.7758751,0.63111111,0.36888889
"784","00000CONTR00217474","Variable","Owner Occupied","No","No","Yes","90 to 100%",4,29, 0,0.92964578, 5.067733e-03, 2318.520614,-6.057980e-01,-0.4660077680,52.17374, -7.152666,"No","Waterford","0","Tramore","Branch 14","11/08/2041","18/08/2012","08/11/2013",4.34,0.7758619,0.7758619,0.64601770,0.35398230
"785","00000CONTR00174784","Variable","Buy to Let","No","Yes","Yes","10 to 20%",4,34, 2,0.19983201,-1.334559e+00, 1401.481119,-6.183063e-01,-0.7397620534,53.38447, -6.068024,"Yes","Dublin","< 90 days","Howth","Branch 223","20/01/2028","28/01/1994","12/05/2014",3.64,0.4668849,0.4668849,0.63734568,0.36265432
"786","00000CONTR00045956","Variable","Owner Occupied","No","No","Yes","60 to 70%",3,30, 0,0.60000000, 1.288513e+00,11745.962370, 2.258502e+00, 2.4357051950,54.48611, -8.267453,"No","Donegal","0","Drumacrin","Branch 139","30/03/2035","06/04/2005","23/03/2013",5.20,0.8253317,0.8253317,0.36170213,0.63829787
"787","00000CONTR00181288","Variable","Owner Occupied","No","No","Yes","90 to 100%",2,29, 0,0.92964578, 2.545970e-02, 5213.964300,-5.858237e-01,-0.4446458216,52.94795, -7.791240,"No","Tipperary","0","Tullaskeagh","Branch 73","21/07/2038","28/07/2009","19/02/2016",1.19,0.8832932,0.8832932,0.04722274,0.95277726
"788","00000CONTR00231560","Tracker","Owner Occupied","No","No","Yes","30 to 40%",3,28, 2,0.36479771,-8.738676e-01, 1869.774689,-2.169895e-01, 0.0283747344,52.13495, -6.925232,"No","Wexford","0","Churchtown","Branch 79","20/12/2032","27/12/2004","13/01/2016",1.33,0.8243872,0.8243872,0.35536398,0.64463602
"789","00000CONTR00215349","Variable","Buy to Let","No","No","Yes","70 to 80%",3,34, 0,0.79000000,-6.990793e-01, 3248.497439,-1.122586e+00,-1.1997640872,53.86628, -9.289466,"No","Mayo","0","Castlebar","Branch 109","18/12/2041","27/12/2007","19/03/2015",2.46,0.9275876,0.9275876,0.35536398,0.64463602
"790","00000CONTR00142040","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,28, 0,0.62000000, 2.797350e-01, 3440.385427, 6.306866e-01, 0.9673176056,52.25380, -7.132461,"No","Waterford","0","Waterford","Branch 40","04/05/2035","11/05/2007","07/04/2015",2.39,0.8397082,0.8397082,0.04722274,0.95277726
"791","00000CONTR00226747","Tracker","Owner Occupied","Yes","No","Yes","70 to 80%",3,35, 0,0.76000000, 2.504353e-02, 1954.764447,-2.095229e-01,-0.4206734967,53.33890, -6.329640,"No","Dublin","0","Inchicore","Branch 15","27/01/2051","05/02/2016","24/03/2016",1.06,0.7069487,0.7069487,0.39583333,0.60416667
