"","ContractRef","InterestType","MortgageType","NewLoan","ProbationaryLoans","DefaultedLoans","LTVCategory","CreditRating","MortgageYears","CreditRatingMovement","LTV","LoanBalance","InterestIncome","PropertyValue","AnnualPYMT","AddressLatitude","AddressLongitude","InArrears","County","ArrearsCategory","Town","Branch","MaturityDate","BookingDate","LastValuationDate","ValuationAgeYears","DT_score.No","DT_score.Yes","lr_score","PredictionDT"
"2683","00000CONTR00024709","Variable","Owner Occupied","No","Yes","Yes","30 to 40%",4,33, 1,0.33238204, 30772.588, 1115.506320, 92581.98, 2805.515,52.67364, -6.311369,"Yes","Wexford","< 90 days","Gorey","Branch 213","08/04/2032","17/04/1999","11/02/2016",1.22,0.56958175,0.43041825,0.3399708,"No"
"2684","00000CONTR00051107","Variable","Owner Occupied","No","No","Yes","60 to 70%",1,34, 0,0.63000000,129688.076, 8591.835038,205854.09, 6054.532,52.32015, -6.478675,"No","Wexford","0","Whitebrook","Branch 224","16/09/2039","24/09/2005","01/10/2013",4.48,0.04722274,0.95277726,0.9008455,"Yes"
"2685","00000CONTR00122052","Tracker","Owner Occupied","No","No","Yes","90 to 100%",3,34, 2,0.91787811,116039.350,  725.245940,126421.31, 3718.274,53.24737, -6.595012,"No","Kildare","0","Kill","Branch 2","15/03/2044","24/03/2010","22/04/2013",5.09,0.42792589,0.57207411,0.8139897,"No"
"2686","00000CONTR00051724","Fixed","Owner Occupied","No","No","Yes","70 to 80%",1,33, 0,0.75000000,146056.474, 9493.670809,194741.97, 5901.272,52.66167, -8.623397,"No","Limerick","0","Limerick","Branch 91","03/02/2040","11/02/2007","09/05/2016",0.89,0.04722274,0.95277726,0.8627045,"Yes"
"2687","00000CONTR00215737","Tracker","Owner Occupied","No","No","Yes","70 to 80%",4,28, 0,0.74937005, 93677.601,    0.000000,125008.47, 4464.588,53.72955, -6.334546,"No","Louth","0","Drogheda","Branch 255","17/01/2039","24/01/2011","05/07/2013",4.81,0.63515585,0.36484415,0.7322993,"No"
"2688","00000CONTR00115701","Variable","Owner Occupied","Yes","No","Yes","70 to 80%",1,28, 0,0.75000000,175494.408, 2413.048112,233992.54, 8356.877,53.41562, -7.904109,"No","Westmeath","0","Athlone","Branch 177","14/03/2044","21/03/2016","21/03/2016",1.08,0.04722274,0.95277726,0.8263740,"Yes"
"2689","00000CONTR00226010","Variable","Buy to Let","No","No","Yes","70 to 80%",1,29, 0,0.76000000,145930.563, 8938.246998,192013.90, 6621.169,53.28436, -6.250069,"No","Dublin","0","Dundrum","Branch 10","08/02/2044","15/02/2015","01/03/2015",2.53,0.04722274,0.95277726,0.9327845,"Yes"
"2690","00000CONTR00036216","Tracker","Buy to Let","No","No","Yes","90 to 100%",2,33, 0,0.92964578,104279.286, 2215.934827,112170.99, 3399.121,52.79258, -6.725308,"No","Carlow","0","Tullow","Branch 219","05/06/2045","13/06/2012","06/01/2014",4.11,0.04722274,0.95277726,0.9188745,"Yes"
"2691","00000CONTR00102624","Tracker","Owner Occupied","No","No","Yes","70 to 80%",2,33,-1,0.78000000,158597.185,  594.739444,203329.72, 6161.507,54.50780, -8.193949,"No","Donegal","0","Ballyshannon","Branch 179","07/11/2048","16/11/2015","16/11/2015",1.55,0.04722274,0.95277726,0.8690939,"Yes"
"2692","00000CONTR00135628","Variable","Buy to Let","No","No","Yes","60 to 70%",2,29, 0,0.69000000, 73280.058, 2931.202340,106202.98, 3662.172,53.13551, -6.057360,"Yes","Wicklow","< 6 months","Greystones","Branch 166","11/08/2035","18/08/2006","17/10/2014",3.04,0.04722274,0.95277726,0.9199759,"Yes"
"2693","00000CONTR00135513","Tracker","Buy to Let","No","No","Yes","70 to 80%",3,28, 0,0.73271738, 63232.380, 2687.376166, 86298.46, 3082.088,53.28701, -6.142535,"No","Dublin","0","D<fa>n Laoghaire","Branch 207","07/02/2039","14/02/2011","12/01/2014",4.09,0.42792589,0.57207411,0.8978213,"Yes"
"2694","00000CONTR00207343","Fixed","Owner Occupied","No","No","Yes","70 to 80%",1,34, 0,0.72000000, 94987.072, 4868.087460,131926.49, 3880.191,53.28708, -6.142317,"Yes","Dublin","< 90 days","D<fa>n Laoghaire","Branch 44","18/08/2046","26/08/2012","26/06/2014",3.47,0.04722274,0.95277726,0.8807448,"Yes"
"2695","00000CONTR00070730","Tracker","Owner Occupied","No","No","Yes","70 to 80%",3,33, 0,0.71000000,135983.614, 1869.774689,191526.22, 5803.825,53.28706, -6.142289,"No","Dublin","0","D<fa>n Laoghaire","Branch 44","24/03/2040","02/04/2007","24/10/2013",4.39,0.42792589,0.57207411,0.7678662,"Yes"
"2696","00000CONTR00177936","Fixed","Owner Occupied","No","No","Yes","70 to 80%",1,28,-2,0.76646927, 69804.922, 3664.758390, 91073.35, 3252.620,53.27485, -6.328560,"No","Dublin","0","Ballycullen","Branch 25","07/09/2039","14/09/2011","22/06/2016",0.72,0.04722274,0.95277726,0.9050210,"Yes"
"2697","00000CONTR00079271","Tracker","Owner Occupied","No","No","Yes","70 to 80%",1,28, 0,0.76646927, 70031.561,  962.933965, 91369.04, 3263.180,53.27330, -6.325347,"No","Dublin","0","Ballycullen","Branch 51","14/12/2040","21/12/2012","01/02/2014",4.02,0.04722274,0.95277726,0.9090281,"Yes"
"2698","00000CONTR00090917","Fixed","Owner Occupied","No","No","Yes","90 to 100%",1,30, 0,0.94141345,182369.135, 9574.379602,193718.43, 6457.281,52.27349, -8.739142,"No","Cork","0","Churchtown","Branch 260","02/08/2045","10/08/2015","19/12/2016",0.05,0.04722274,0.95277726,0.8559733,"Yes"
"2699","00000CONTR00058675","Tracker","Owner Occupied","No","No","Yes","60 to 70%",1,31, 0,0.63000000,108937.984, 1634.069758,172917.43, 5577.982,53.42161, -7.944734,"No","Westmeath","0","Athlone","Branch 54","06/04/2038","14/04/2007","09/02/2013",5.36,0.04722274,0.95277726,0.9041538,"Yes"
"2700","00000CONTR00060225","Fixed","Owner Occupied","No","No","Yes","70 to 80%",2,28, 0,0.74000000,120874.323, 7403.552302,163343.68, 5833.703,53.42167, -7.944672,"Yes","Westmeath","< 90 days","Athlone","Branch 54","15/09/2043","22/09/2015","22/09/2015",1.76,0.04722274,0.95277726,0.8506565,"Yes"
"2701","00000CONTR00120405","Variable","Owner Occupied","No","No","Yes","10 to 20%",1,32, 0,0.11767668, 14353.826,  125.595977,121976.81, 3811.775,52.67298, -8.632009,"No","Limerick","0","Thomondgate","Branch 124","17/04/2019","25/04/1987","12/08/2016",0.53,0.04722274,0.95277726,0.8660138,"Yes"
"2702","00000CONTR00116472","Tracker","Owner Occupied","No","No","Yes","10 to 20%",1,30, 0,0.15297969, 10072.860,  314.776884, 65844.43, 2194.814,51.91081, -8.271116,"No","Cork","0","Castlelake","Branch 95","26/07/2021","03/08/1991","26/07/2014",3.35,0.04722274,0.95277726,0.8500630,"Yes"
"2703","00000CONTR00015047","Variable","Owner Occupied","No","No","Yes","60 to 70%",1,31, 0,0.61000000, 93299.868, 3731.994732,152950.60, 4933.890,52.94937, -7.794728,"No","Tipperary","0","Roscrea","Branch 113","23/06/2036","01/07/2005","17/03/2016",1.09,0.04722274,0.95277726,0.8980022,"Yes"
"2704","00000CONTR00122558","Variable","Owner Occupied","No","No","Yes","90 to 100%",1,29, 0,0.90611044,108786.891,  815.901682,120059.20, 4139.972,52.63551, -8.731821,"No","Limerick","0","Aos Cluan","Branch 91","18/12/2044","26/12/2015","26/12/2015",1.40,0.04722274,0.95277726,0.9023245,"Yes"
"2705","00000CONTR00089150","Fixed","Owner Occupied","No","No","Yes","10 to 20%",1,33, 0,0.11767668, 22437.296, 1149.911433,190669.01, 5777.849,52.71045, -6.510573,"No","Wicklow","0","Carnew","Branch 140","27/05/2026","04/06/1993","12/11/2015",1.57,0.04722274,0.95277726,0.9181574,"Yes"
"2706","00000CONTR00107872","Tracker","Buy to Let","No","No","Yes","90 to 100%",1,34,-3,0.94334679, 61545.176, 2384.875581, 65241.31, 1918.862,53.34963, -6.284705,"No","Dublin","0","Arran Quay","Branch 3","08/03/2045","17/03/2011","17/05/2015",2.24,0.04722274,0.95277726,0.9612495,"Yes"
"2707","00000CONTR00120037","Tracker","Owner Occupied","No","No","Yes","10 to 20%",1,35, 0,0.15000000, 10173.589,  127.169861, 67823.93, 1937.826,52.54023, -6.961419,"No","Kilkenny","0","Graiguenamanagh","Branch 195","18/11/2025","27/11/1990","28/02/2016",1.16,0.04722274,0.95277726,0.8852795,"Yes"
"2708","00000CONTR00125170","Tracker","Owner Occupied","No","No","Yes","60 to 70%",3,33, 2,0.62000000,172951.011, 7350.417964,278953.24, 8453.129,53.97068, -7.644204,"No","Leitrim","0","Carrigallen","Branch 72","26/10/2039","03/11/2006","05/10/2015",1.71,0.42792589,0.57207411,0.7482044,"Yes"
"2709","00000CONTR00209828","Fixed","Owner Occupied","No","No","Yes","70 to 80%",3,33, 0,0.75000000,122007.520, 6405.394804,162676.69, 4929.597,53.39803, -6.127383,"No","Dublin","0","Baldoyle","Branch 13","01/12/2048","10/12/2015","10/12/2015",1.46,0.42792589,0.57207411,0.7652058,"Yes"
"2710","00000CONTR00186114","Tracker","Owner Occupied","No","No","Yes","40 to 50%",2,32, 0,0.45893906, 49709.565, 2361.204359,108314.09, 3384.815,51.94935, -7.844967,"No","Cork","0","Youghal","Branch 254","23/06/2033","01/07/2001","27/04/2015",2.32,0.04722274,0.95277726,0.8448572,"Yes"
"2711","00000CONTR00231381","Variable","Owner Occupied","No","No","Yes","30 to 40%",4,32, 0,0.34703704, 34751.368,  738.466569,100137.35, 3129.292,54.01028, -6.924575,"No","Cavan","0","Lough Sillan Lodge","Branch 130","19/09/2027","27/09/1995","19/02/2013",5.32,0.56958175,0.43041825,0.7465367,"No"
"2712","00000CONTR00056099","Variable","Owner Occupied","No","No","Yes","40 to 50%",2,28, 1,0.41186838, 27700.366, 1627.396488, 67255.38, 2401.978,53.30081, -6.493726,"No","Dublin","0","Newcastle","Branch 3","27/09/2030","04/10/2002","17/11/2016",0.17,0.04722274,0.95277726,0.8348997,"Yes"
"2713","00000CONTR00171972","Fixed","Owner Occupied","No","No","Yes","30 to 40%",2,32, 1,0.36479771, 46234.429, 2658.479648,126739.91, 3960.622,52.35053, -9.626253,"No","Kerry","0","Fearann Flainn","Branch 192","15/08/2034","23/08/2002","10/04/2016",1.00,0.04722274,0.95277726,0.8529292,"Yes"
"2714","00000CONTR00181911","Tracker","Owner Occupied","No","No","Yes","90 to 100%",2,34, 0,0.98265290, 91310.478, 1027.242882, 92922.41, 2733.012,53.45155, -6.165256,"No","Dublin","0","Malahide","Branch 5","26/08/2047","03/09/2013","24/12/2014",2.78,0.04722274,0.95277726,0.8801232,"Yes"
"2715","00000CONTR00148429","Fixed","Owner Occupied","No","No","Yes","70 to 80%",3,34,-1,0.73271738, 96019.541, 5161.050306,131045.81, 3854.288,53.40571, -6.174956,"No","Dublin","0","Belmayne","Branch 25","10/04/2046","18/04/2012","01/05/2013",5.06,0.42792589,0.57207411,0.7808240,"Yes"
"2716","00000CONTR00172832","Tracker","Owner Occupied","No","No","Yes","20 to 30%",4,31, 3,0.25977836, 37017.762, 1017.988442,142497.48, 4596.693,52.78117, -7.331635,"No","Kilkenny","0","Ballyragget","Branch 164","25/03/2035","01/04/2004","09/01/2013",5.48,0.37500000,0.62500000,0.7774153,"Yes"
"2717","00000CONTR00219460","Tracker","Owner Occupied","No","No","Yes","60 to 70%",3,34,-2,0.67000000,124399.824, 3420.995171,185671.38, 5460.923,51.89337, -8.488428,"No","Cork","0","The Lough","Branch 84","23/07/2041","01/08/2007","24/01/2014",4.05,0.42792589,0.57207411,0.7924036,"Yes"
"2718","00000CONTR00207903","Tracker","Owner Occupied","No","No","Yes","90 to 100%",4,32, 0,0.91589673, 72600.140,  726.001404, 79266.73, 2477.085,51.89639, -8.460349,"No","Cork","0","Ballintemple","Branch 150","02/12/2044","10/12/2012","22/02/2015",2.56,0.56958175,0.43041825,0.8038454,"No"
"2719","00000CONTR00142450","Tracker","Owner Occupied","Yes","No","Yes","90 to 100%",3,31, 0,0.94920207, 57415.304, 1578.920848, 60487.97, 1951.225,53.27978, -6.471465,"Yes","Dublin","< 6 months","Rathcoole","Branch 5","18/06/2047","25/06/2016","25/06/2016",0.71,0.42792589,0.57207411,0.7927477,"Yes"
"2720","00000CONTR00043867","Fixed","Owner Occupied","No","No","Yes","30 to 40%",2,31, 0,0.38000000, 38276.869, 2344.458229,100728.60, 3249.310,53.34160, -6.246863,"No","Dublin","0","Fenian St","Branch 32","15/10/2035","22/10/2004","12/01/2014",4.09,0.04722274,0.95277726,0.8217193,"Yes"
"2721","00000CONTR00201159","Variable","Buy to Let","No","No","Yes","70 to 80%",1,30, 0,0.77000000,115988.986, 4204.600745,150635.05, 5021.168,51.89345, -8.485305,"No","Cork","0","The Lough","Branch 16","25/04/2042","02/05/2012","26/01/2013",5.42,0.04722274,0.95277726,0.9463019,"Yes"
"2722","00000CONTR00186446","Tracker","Owner Occupied","No","No","Yes","70 to 80%",4,32, 0,0.74000000,168594.499,  632.229371,227830.40, 7119.700,51.70628, -8.526080,"No","Cork","0","Kinsale","Branch 112","29/10/2043","06/11/2011","03/09/2016",0.45,0.56958175,0.43041825,0.7012946,"No"
"2723","00000CONTR00086638","Variable","Owner Occupied","No","No","Yes","90 to 100%",1,28, 0,0.92964578,174663.397, 8733.169858,187881.67, 6710.059,53.12040, -8.026735,"No","Tipperary","0","Derry Close","Branch 196","16/12/2037","23/12/2009","20/11/2013",4.29,0.04722274,0.95277726,0.8732030,"Yes"
"2724","00000CONTR00112711","Tracker","Owner Occupied","No","No","Yes","90 to 100%",1,29, 0,0.92964578,200928.380, 6781.332836,216134.34, 7452.908,51.90332, -8.464659,"No","Cork","0","Montenotte","Branch 112","20/07/2041","27/07/2012","05/08/2015",1.94,0.04722274,0.95277726,0.8584776,"Yes"
"2725","00000CONTR00150129","Fixed","Owner Occupied","No","No","Yes","60 to 70%",1,35, 0,0.69000000,111254.742, 5701.805514,161238.76, 4606.822,53.79857, -9.551984,"No","Mayo","0","Westport","Branch 93","30/08/2040","08/09/2005","16/05/2013",5.00,0.04722274,0.95277726,0.9113284,"Yes"
"2726","00000CONTR00099267","Variable","Owner Occupied","No","No","Yes","60 to 70%",1,32, 0,0.62000000,104279.286, 4562.218762,168192.40, 5256.012,53.27514, -9.051602,"No","Galway","0","Eyre St","Branch 57","13/08/2037","21/08/2005","04/08/2016",0.56,0.04722274,0.95277726,0.9052140,"Yes"
"2727","00000CONTR00113486","Fixed","Owner Occupied","No","No","Yes","30 to 40%",2,35, 0,0.32949471, 44093.946, 2370.049590,133822.93, 3823.512,52.65053, -8.627063,"No","Limerick","0","Prospect","Branch 184","27/01/2035","05/02/2000","23/03/2015",2.45,0.04722274,0.95277726,0.8216393,"Yes"
"2728","00000CONTR00230504","Variable","Buy to Let","No","No","Yes","70 to 80%",4,35, 0,0.71606472, 56760.568,  922.359224, 79267.37, 2264.782,52.27751, -8.886505,"No","Cork","0","Allow Hill","Branch 63","04/06/2048","13/06/2013","08/06/2015",2.16,0.56958175,0.43041825,0.8568526,"No"
"2729","00000CONTR00068013","Tracker","Owner Occupied","No","No","Yes","> 100%",2,31,-2,1.05909013,201457.206, 2266.393562,190217.24, 6136.040,53.33444, -6.232417,"No","Dublin","0","Lansdowne Park","Branch 10","12/12/2039","19/12/2008","24/11/2016",0.14,0.04722274,0.95277726,0.8005279,"Yes"
"2730","00000CONTR00069567","Tracker","Owner Occupied","No","No","Yes","60 to 70%",2,34,-2,0.61000000,138174.461, 3108.925368,226515.51, 6662.221,53.03263, -7.295920,"No","Laois","0","Portlaoise","Branch 125","09/05/2039","17/05/2005","15/04/2014",3.74,0.04722274,0.95277726,0.7987103,"Yes"
"2731","00000CONTR00211259","Tracker","Buy to Let","No","No","Yes","70 to 80%",1,30,-2,0.70000000,137343.450, 1888.472435,196204.93, 6540.164,52.06041, -8.097743,"No","Cork","0","Ballynoe","Branch 90","24/08/2036","01/09/2006","07/03/2015",2.51,0.04722274,0.95277726,0.9338267,"Yes"
"2732","00000CONTR00163580","Variable","Buy to Let","No","No","Yes","70 to 80%",4,32, 3,0.74937005, 81388.711, 3255.548441,108609.51, 3394.047,53.71573, -9.007878,"No","Mayo","0","Claremorris","Branch 109","20/02/2046","28/02/2014","21/10/2015",1.65,0.64705882,0.35294118,0.8873869,"No"
"2733","00000CONTR00166535","Fixed","Owner Occupied","No","No","Yes","70 to 80%",4,29, 0,0.76000000,133465.399, 8842.082660,175612.37, 6055.599,53.37555, -6.218865,"No","Dublin","0","Clontarf West","Branch 85","12/04/2042","19/04/2013","05/11/2013",4.35,0.63515585,0.36484415,0.6824435,"No"
"2734","00000CONTR00159710","Fixed","Buy to Let","No","No","Yes","70 to 80%",1,28,-2,0.70000000,132055.198, 7593.173897,188650.28, 6737.510,54.95393, -7.738417,"No","Donegal","0","Letterkenny","Branch 146","11/08/2040","18/08/2012","01/11/2015",1.61,0.04722274,0.95277726,0.9430354,"Yes"
"2735","00000CONTR00039563","Fixed","Owner Occupied","No","No","Yes","60 to 70%",1,33, 0,0.62000000,139232.111, 7657.766113,224567.92, 6805.089,53.28053, -6.447849,"No","Dublin","0","Saggart","Branch 175","08/07/2039","16/07/2006","07/09/2014",3.19,0.04722274,0.95277726,0.8752171,"Yes"
"2736","00000CONTR00234427","Tracker","Owner Occupied","No","No","Yes","60 to 70%",3,33,-2,0.60000000,141674.780, 6021.178140,236124.63, 7155.292,53.28068, -6.448031,"No","Dublin","0","Saggart","Branch 210","30/05/2041","07/06/2008","03/09/2013",4.58,0.42792589,0.57207411,0.7750065,"No"
"2737","00000CONTR00137122","Tracker","Owner Occupied","No","No","Yes","90 to 100%",1,32,-3,0.92964578,200928.380, 6530.172361,216134.34, 6754.198,52.67167, -6.282961,"No","Wexford","0","Millands","Branch 79","20/03/2041","28/03/2009","24/06/2013",4.85,0.04722274,0.95277726,0.8552921,"Yes"
"2738","00000CONTR00071239","Fixed","Owner Occupied","No","No","Yes","70 to 80%",1,35, 0,0.70000000,130191.719, 8462.461738,185988.17, 5313.948,51.89635, -8.461278,"No","Cork","0","Ballintemple","Branch 245","27/07/2043","04/08/2008","28/12/2014",2.77,0.04722274,0.95277726,0.8854175,"Yes"
"2739","00000CONTR00218750","Tracker","Buy to Let","No","No","Yes","70 to 80%",4,28, 0,0.72000000, 56181.378,  351.133614, 78029.69, 2786.775,52.66415, -8.621685,"No","Limerick","0","Watergate","Branch 91","21/04/2037","28/04/2009","08/10/2016",0.32,0.63515585,0.36484415,0.8514215,"No"
"2740","00000CONTR00230343","Variable","Buy to Let","No","No","Yes","70 to 80%",3,33, 0,0.78267539, 60890.440, 1522.261009, 77797.82, 2357.510,52.66392, -8.621872,"No","Limerick","0","Watergate","Branch 124","14/08/2040","23/08/2007","26/04/2014",3.70,0.42792589,0.57207411,0.8994916,"Yes"
"2741","00000CONTR00076265","Tracker","Owner Occupied","Yes","No","Yes","90 to 100%",2,34, 0,0.94141345,105261.390, 3157.841696,111812.07, 3288.590,53.33594, -7.046722,"No","Offaly","0","Edenderry","Branch 66","29/06/2050","07/07/2016","07/07/2016",0.67,0.04722274,0.95277726,0.8385147,"Yes"
"2742","00000CONTR00183042","Tracker","Buy to Let","No","No","Yes","> 100%",1,35,-4,1.00025179,213192.088,10126.624170,213138.42, 6089.669,52.38734, -9.832410,"No","Kerry","0","Ballyheigue","Branch 70","30/11/2050","09/12/2015","10/05/2016",0.89,0.04722274,0.95277726,0.9259779,"Yes"
"2743","00000CONTR00105886","Variable","Owner Occupied","No","No","Yes","10 to 20%",2,28, 1,0.17651502, 16217.305,   20.271631, 91874.93, 3281.247,52.93829, -7.631668,"No","Laois","0","Borris-in-Ossory","Branch 206","09/01/2018","16/01/1990","24/12/2014",2.78,0.04722274,0.95277726,0.7806430,"Yes"
"2744","00000CONTR00168178","Variable","Buy to Let","No","No","Yes","10 to 20%",4,30, 0,0.18828269, 12968.808,  194.532114, 68879.45, 2295.982,52.88148, -8.965242,"No","Clare","0","Ennis","Branch 220","13/08/2016","21/08/1986","17/06/2016",0.74,0.63515585,0.36484415,0.8044720,"No"
"2745","00000CONTR00079847","Fixed","Owner Occupied","Yes","No","Yes","70 to 80%",1,32, 0,0.72000000,153862.941, 8654.790414,213698.53, 6678.079,51.89176, -8.459162,"No","Cork","0","Ballintemple","Branch 63","13/04/2048","21/04/2016","21/04/2016",0.96,0.04722274,0.95277726,0.8184978,"Yes"
"2746","00000CONTR00120207","Tracker","Buy to Let","No","No","Yes","40 to 50%",1,31, 0,0.41186838, 31427.324,  432.125706, 76304.29, 2461.429,51.90223, -8.477298,"No","Cork","0","C<fa>irt an Choipin<e9>araigh","Branch 250","28/06/2028","06/07/1997","26/08/2013",4.62,0.04722274,0.95277726,0.9387801,"Yes"
"2747","00000CONTR00147487","Variable","Buy to Let","No","Yes","Yes","90 to 100%",4,32, 3,0.92964578,147517.039, 9404.211219,158680.91, 4958.778,51.89338, -8.457584,"No","Cork","0","Ballintemple","Branch 122","02/10/2040","10/10/2008","08/10/2015",1.70,0.56958175,0.43041825,0.5595498,"No"
"2748","00000CONTR00165468","Tracker","Owner Occupied","No","No","Yes","0 to 10%",1,32, 0,0.01176767,  2593.762,   25.937615,220414.23, 6887.945,53.70882, -6.543285,"No","Meath","0","Slane","Branch 159","25/04/2026","03/05/1994","14/04/2015",2.37,0.04722274,0.95277726,0.9326292,"Yes"
"2749","00000CONTR00076349","Tracker","Owner Occupied","Yes","No","Yes","70 to 80%",2,29, 0,0.78612232, 70258.200, 2985.973518, 89373.11, 3081.832,53.32473, -6.211955,"No","Dublin","0","Park Ave","Branch 110","24/04/2045","01/05/2016","05/10/2016",0.33,0.04722274,0.95277726,0.8119254,"Yes"
"2750","00000CONTR00141290","Fixed","Owner Occupied","No","No","Yes","90 to 100%",1,29, 0,0.94141345,159554.107, 9174.361138,169483.56, 5844.261,54.26685, -8.474782,"No","Sligo","0","Abbeyquarter","Branch 114","21/03/2043","28/03/2014","28/03/2014",3.81,0.04722274,0.95277726,0.8659028,"Yes"
"2751","00000CONTR00049372","Tracker","Owner Occupied","No","No","Yes","90 to 100%",2,30, 0,0.94141345,174059.026, 1087.868910,184891.16, 6163.039,54.26721, -8.474629,"No","Sligo","0","Abbeyquarter","Branch 231","21/03/2042","28/03/2012","07/05/2014",3.66,0.04722274,0.95277726,0.8074849,"Yes"
"2752","00000CONTR00231406","Variable","Buy to Let","No","No","Yes","90 to 100%",1,34,-4,0.90611044,107200.416, 2144.008310,118308.33, 3479.657,53.31836, -6.266400,"No","Dublin","0","Dublin","Branch 39","01/01/2041","10/01/2007","28/09/2016",0.35,0.04722274,0.95277726,0.9489523,"Yes"
"2753","00000CONTR00167017","Variable","Buy to Let","No","No","Yes","10 to 20%",2,33, 0,0.14121202, 21304.099,   53.260249,150866.05, 4571.699,51.83767, -8.987231,"No","Cork","0","Macroom","Branch 254","27/01/2026","04/02/1993","01/11/2013",4.36,0.04722274,0.95277726,0.9255046,"Yes"
